workerId,postId,experimentID,taskID,clicks,time,clickorder,clicktime,scenarioTime,why,honestly
"A39WGGJ22N4S4F","iltf7vzl","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","87477","b5b,b5a","80229,87477","87481","why:","honestly:"
"A324FQ64NCN2YS","ilsp2zbf","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","4","104884","bb,b5c,b5b,b5a","39749,95692,99331,104884","104883","why:","honestly:"
"A1HDZE291YUBO5","ilsox98n","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","5881","b3,b5a","4658,5881","5881","why:","honestly:"
"A2HNL20X0Q9BP0","ilspxnp1","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","12362","b5a","12362","12361","why:","honestly:"
"A3UNLVZ3F1EZBS","ilszsl9a","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","5","44902","b5b,b1,b3,b4,b5a","11822,31292,36798,39013,44902","44903","why:","honestly:"
"A3UQ9R1VDVVQKR","ilspuo56","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","21797","b3,b5a","15009,21797","21797","why:","honestly:"
"A3RU7ANMLXJQF6","ilsvds1e","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","16297","b3,b5a","11075,16297","16297","why:","honestly:"
"A1YM0IWPC72J7V","ilspjq35","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","79455","b5c,b5a","64850,79455","79455","why:","honestly:"
"A2HNL20X0Q9BP0","ilsph62i","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","260399","b5a","260399","260399","why:","honestly:"
"A38HFMRXB5Q13M","ilsssvau","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","52684","b5a","52684","52683","why:","honestly:"
"A2RMQFCSUFD6F6","ilsptbf9","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","75863","b5b,b5a","72287,75863","75863","why:","honestly:"
"APLMF2VYZL92B","ilsoaq1b","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","262132","b3,b5a","233854,262132","262132","why:","honestly:"
"A2ADEPVGNNXNPA","ilsqeakw","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","4","239916","b5b,b1,b3,b5a","196341,218757,224484,239916","239917","why:","honestly:"
"A1W36Q5THCHYUZ","ilsuglj3","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","4","29229","b4,b5c,b5b,b5a","25890,27482,28361,29229","29229","why:","honestly:"
"A29N8JHTKLT99B","ilsrx4lr","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","503216","bb,b5a","413467,503216","503216","why:","honestly:"
"A3UNLVZ3F1EZBS","ilt02dud","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","9169","b5a","9169","9168","why:","honestly:"
"A93ALGAFX49BF","ilsvjd9a","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","3","24300","b4,bb,b5a","6314,14948,24299","24300","why:","honestly:"
"A2ISQVMIK1WF0H","ilssild8","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","156712","b2,b5a","144701,156712","156712","why:","honestly:"
"A38HCU1O9OS0C5","ilsp140j","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","21525","b5a","21525","21524","why:","honestly:"
"A2WX0GMSZUCP83","ilsulphz","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","45564","b4,b5a","42136,45564","45563","why:","honestly:"
"A1E8QOIXZ0AS2Y","ilsraf7y","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","5","112030","bb,b3,b2,b4,b5a","62621,85789,101822,107950,112030","112029","why:","honestly:"
"A1W5PUJ4372XO7","ilsr0zpz","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","64809","b5a","64809","64810","why:","honestly:"
"AX50FCBTGARI6","ilt53qcv","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","5","19980","b1,b2,b3,b4,b5a","15193,17109,18790,19545,19980","19980","why:","honestly:"
"ABMX8XUNPR3LP","ilsolqb4","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","92635","b5a","92635","92635","why:","honestly:"
"AVOBBUCPQF2G1","ilsomi7v","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","5","10144","b3,bb,b5c,b4,b5a","2625,5231,8412,9516,10144","10143","why:","honestly:"
"ANGB67ECCF73","ilt0pfyk","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","4","63195","bb,b5b,b5c,b5a","47050,56515,61851,63194","63195","why:","honestly:"
"AVVXFDH5UUYLT","ilssfa32","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","3","6310","b3,b4,b5a","3392,5157,6309","6310","why:","honestly:"
"A29AX5O8KL48F8","ilss6fqe","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","60149","b5a","60149","60149","why:","honestly:"
"A3KSOAD08L2DGK","ilsrayuc","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","140239","b5a","140239","140240","why:","honestly:"
"A3DRYZ95VDUDK","ilsyz74d","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","74783","b5a","74783","74782","why:","honestly:"
"A10XM9LD12RV0Y","ilsoqbl5","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","127829","b4,b5a","82635,127829","127829","why:","honestly:"
"A1GXPNXDLMT0QB","ilt0vp0b","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","4","15553","bb,b3,b4,b5a","8085,10240,12679,15553","15553","why:","honestly:"
"A7NZ814Q5MX2R","ilsolfgn","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","244398","b3,b5a","112500,244398","244398","why:","honestly:"
"A293W3UQ4R169G","ilss9whi","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","220165","b5a","220165","220165","why:","honestly:"
"A1GVGOWYO5DLZO","ilsof216","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","4","82767","bb,b5c,b5b,b5a","52668,80066,81132,82767","82767","why:","honestly:"
"A2LCFORIW0NF1S","ilsul1u4","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","60785","b5a","60785","60785","why:","honestly:"
"AK7LGB1QOGA1P","ilt66trk","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","55498","b5a","55498","55496","why:","honestly:"
"A274NFT93QPBGL","ilsojmfv","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","175192","b3,b5a","167931,175192","175192","why:","honestly:"
"A1A1RNLLRZNQWB","ilswvchm","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","4","6665","b2,b3,b4,b5a","3365,4819,5943,6665","6665","why:","honestly:"
"A182UKZLGBBDLQ","ilst9jdr","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","6","16218","bb,b1,b2,b3,b4,b5a","9298,13570,14650,15194,15746,16218","16218","why:","honestly:"
"A2HNL20X0Q9BP0","ilsq1ijn","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","4247","b5a","4247","4247","why:","honestly:"
"A3HKIWF1E4QCUT","ilsoppt2","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","4","150242","b4,b3,b1,b5a","146818,147922,149138,150242","150242","why:","honestly:"
"A2TXWYY91LRGJG","ilszx7dr","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","7639","b5a","7639","7639","why:","honestly:"
"AI4AWKQUHNS3N","ilsoznl3","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","3","176608","b5b,b5c,b5a","129083,166203,176608","176608","why:","honestly:"
"A368UU9FU3HDP2","ilsohtao","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","283382","b4,b5a","256106,283382","283382","why:","honestly:"
"A22GVUGZ3FI2CY","ilsx2355","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","8","9482","bb,b4,b5b,b5c,b3,b2,b1,b5a","1388,2962,4090,5130,7361,7890,8410,9481","9482","why:","honestly:"
"A21EZISIJ3JPSW","ilsq6cbj","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","3","50669","b3,b5b,b5a","40828,47956,50669","50669","why:","honestly:"
"A2TXWYY91LRGJG","ilszjrd6","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","93951","b5a","93951","93950","why:","honestly:"
"A2HNL20X0Q9BP0","ilsq00qo","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","3051","b5a","3051","3050","why:","honestly:"
"A2ADEPVGNNXNPA","ilsqungm","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","1","79911","b5a","79911","79911","why:","honestly:"
"AWCETLDX3V7N4","ilsyp6yx","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","teach_prime","2","12003","b4,b5a","9288,12003","12003","why:","honestly:"
"workerId","postId","experimentID","taskID","_clicks_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_BOC","_time_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_BOC","_clickorder_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_BOC","_clicktime_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_BOC","_scenariotime_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_BOC","_why_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_BOC","_honestly_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_BOC"
"A3IFO6ZUI1A0E2","ilsuf27t","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","121026","b3,b2,b4a,b4b,b1,bb","97790,102931,110321,112133,113739,121026","80591,1778,38657","why:Did not understand. Clicked all the choices.","honestly:#ididnt"
"A19C6T7B0H4PAQ","ilsr51lq","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","44700","b1,b4a,b4b,b3,b2,bb","34887,40742,41690,42514,43032,44700","8782,566,35352","why:I really thought it was 1 at first, and then got frustrated and just clicked out of anger. Sorry","honestly:#ididnt"
"A1FLNAFLLO3UPK","ilsp0gw6","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","1","88879","bb","88879","88878,0,0","why:Spec is fine, the assertion is wrong.  Obviously researchers and employees would have keys to enter.","honestly:#iread"
"A2LQ33BQ8G259D","ilsr21cf","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","3","455327","b4b,b1,bb","428344,434925,455327","250703,15712,188912","why:This task doesn't really make sense because there seems to be multiple possibilities which could make the assertion true. I could add a spec that says only researchers can own keys. However, I could also change spec 1 to say only researchers own keys. I could also change spec 4 to say can_enter requires the person owns the key and is a researcher. Any compound statement could be one or more specs","honestly:#iread"
"AG7F3QKOQJGYR","ilsszmc6","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","5","262633","b4a,b4b,b2,b1,bb","224037,256787,259365,261497,262633","160879,18888,82865","why:Changing any of these assertions will not fix what is wrong with the spec.","honestly:#iread"
"A3HTLXAPOBCVVO","ilsof6le","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","1","350957","bb","350957","205914,34756,110286","why:","honestly:#iread"
"AYXDE087J2KO","ilspdvbu","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","93467","b4a,b4b,b1,b3,b2,bb","47276,54195,57628,60894,64797,93467","75662,4842,12963","why:","honestly:#ididnt"
"A14MOF7D5EUMH1","ilsp4z56","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","23210","b4a,b4b,b3,b2,b1,bb","14938,19738,21066,21449,21930,23210","10347,607,12256","why:","honestly:#iread"
"AS68QSR9OKM0N","ilstinx3","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","2","90529","b2,bb","86299,90529","10728,4943,74858","why:Well it didn't say that the person had to be a researcher so that left me a bit confused, but then it all would be true too. It just doesn't break it down to the specifics of being a researcher.","honestly:#iread"
"A2M5VW97GIYLHB","ilspi96r","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","17401","b4a,b2,b1,b3,b4b,bb","11091,14096,15207,15978,16615,17401","3510,911,12980","why:","honestly:#iread"
"A100VV1V2XDQI7","ilsp4avu","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","1","91180","bb","91180","91180,0,0","why:Assertation says each person that can enter the secure lab is a researcher.  The assumptions all say a person with a key is an employee and that person can enter a room.","honestly:#iread"
"A3BL2ZEODD79AZ","ilsohcju","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","1","22158","bb","22158","4997,1104,16056","why:","honestly:#iread"
"A2XBHKT0KXRFE5","ilsr0ohi","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","430460","b2,b1,b3,b4a,b4b,bb","396159,413878,422341,425293,426975,430460","354362,52581,23516","why:","honestly:#iread"
"A144CG4DJ1O4P3","ilsot139","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","15809","b1,b3,b4b,b2,b4a,bb","8431,9607,10730,14022,14926,15809","15809,0,0","why:","honestly:#iread"
"A1TPGQAHLMY6UK","ilsrlw7h","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","1","57159","bb","57159","57159,0,0","why:","honestly:#iread"
"A77K8W55MJEKX","ilsonmdn","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","70404","b4a,b4b,b1,b2,b3,bb","15886,18744,29527,38452,67774,70404","23452,9688,37264","why:Because there is more than one person who is authorized to enter the lab and can have more than one key","honestly:#iread"
"A1XJ9VFOJ4LP2X","ilsp1yox","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","1","28661","bb","28661","28660,0,0","why:There is no mentioned of who is a researcher","honestly:#iread"
"A2TH9DIRISH8FE","ilsov3rm","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","70460","b2,b1,b4b,b4a,b3,bb","56143,60555,63419,64874,66454,70460","13183,916,56361","why:I don't know","honestly:#ididnt"
"ATKG4FI2S5MVL","ilsoafjs","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","107646","b4b,b3,b2,b1,b4a,bb","91892,100356,102696,103474,104812,107646","64369,3412,39865","why:I have no idea even though I read this.","honestly:#iread"
"A3RQN5RZD1N2KP","ilso7lux","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","2","69178","b2,bb","60951,69178","69178,0,0","why:The assertion talks about a researcher and there is no researcher listed in the specifications.","honestly:#iread"
"A3GYJ7ZDKUZP7L","ilsv4820","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","3","28762","b3,b2,bb","25754,27498,28762","17307,5351,6105","why:I guess everything should be fine here.","honestly:#iread"
"A256YQIKQ2IO3W","ilstjud6","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","126759","b4b,b4a,b3,b2,b1,bb","111648,114951,118255,119078,119620,126759","123086,480,3193","why:","honestly:#ididnt"
"A2749DC85C9H0F","ilsz2giw","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","569370","b2,b1,b4b,b4a,b3,bb","273986,301714,303298,305186,306554,569370","482603,58991,27776","why:I clarifies who should enter.","honestly:#iread"
"A1WYZXOTTP17YO","ilso99u4","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","2","161322","b4b,bb","156194,161322","62591,8160,90572","why:Each room has key and it should be opened by a person","honestly:#iread"
"A39WGGJ22N4S4F","iltf7vzl","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","126974","b3,b4a,b4b,b1,b2,bb","86438,96747,98461,106470,107647,126974","120445,2266,4263","why:","honestly:#iread"
"A3UNLVZ3F1EZBS","ilszsl9a","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","115086","b2,b4b,b4a,b3,b1,bb","61559,68927,72927,78359,80455,115086","110206,4881,0","why:","honestly:#iread"
"A3UQ9R1VDVVQKR","ilspuo56","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","27224","b3,b4a,b2,b1,b4b,bb","20385,21196,22141,22875,23718,27224","16944,723,9556","why:","honestly:#ididnt"
"A3RU7ANMLXJQF6","ilsvds1e","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","26026","b4a,b2,b3,b4b,b1,bb","13336,19328,21668,23270,24357,26026","26026,0,0","why:To be honest, even after reading, I don't understand at all :(","honestly:#iread"
"A1YM0IWPC72J7V","ilspjq35","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","89634","b1,b3,b4b,b2,b4a,bb","58031,71637,82318,83784,85020,89634","11577,2099,75958","why:","honestly:#ididnt"
"A38HFMRXB5Q13M","ilsssvau","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","58378","b4b,b4a,b3,b2,b1,bb","51759,54682,55389,57261,57797,58378","19990,5287,33101","why:","honestly:#iread"
"A2RMQFCSUFD6F6","ilsptbf9","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","90278","b3,b4a,b4b,b2,b1,bb","72686,79825,82095,85966,88550,90278","90274,0,0","why:There was no change necessary. ","honestly:#iread"
"APLMF2VYZL92B","ilsoaq1b","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","152968","b3,b2,b1,b4a,b4b,bb","121854,131695,138755,149207,150330,152968","13412,129822,9733","why:","honestly:#iread"
"A1W36Q5THCHYUZ","ilsuglj3","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","8707","b1,b4b,b4a,b2,b3,bb","4133,5336,6145,6730,7716,8707","8707,0,0","why:","honestly:#iread"
"A29N8JHTKLT99B","ilsrx4lr","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","1","275292","bb","275292","275293,0,0","why:Just thought person could be replaced by researcher","honestly:#iread"
"A93ALGAFX49BF","ilsvjd9a","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","5","59527","b3,b4a,b4b,b2,bb","40333,46459,49667,58832,59527","7519,7392,44616","why:NOT REALLY SURE WHY I WOULD","honestly:#iread"
"A2ISQVMIK1WF0H","ilssild8","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","217113","b4a,b3,b2,b4b,b1,bb","198066,201598,202568,203346,205127,217113","124022,2001,91090","why:","honestly:#iread"
"A38HCU1O9OS0C5","ilsp140j","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","1","48953","bb","48953","30821,3631,14500","why:EAch employee has a key and they authorize it being given out to researchers.","honestly:#iread"
"A2WX0GMSZUCP83","ilsulphz","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","5","60331","b3,b4a,b4b,b2,bb","41827,47827,51875,57266,60331","26435,3832,30064","why:Honestly I am unsure,I did read things carefully but I still don't know","honestly:#iread"
"A1E8QOIXZ0AS2Y","ilsraf7y","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","67336","b2,b4b,b3,b1,b4a,bb","40127,53663,55423,57312,58224,67336","64120,3216,0","why:","honestly:#iread"
"AX50FCBTGARI6","ilt53qcv","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","35975","b2,b4b,b4a,b3,b1,bb","28097,31716,32484,33080,34089,35975","35975,0,0","why:","honestly:#ididnt"
"ABMX8XUNPR3LP","ilsolqb4","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","154895","b4b,b2,b3,b4a,b1,bb","127894,148537,150549,151635,152753,154895","100594,51420,2881","why:I had honestly forgotten that not changing anything was an option and figured I must be misunderstanding some of the counterexamples","honestly:#iread"
"AVOBBUCPQF2G1","ilsomi7v","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","4","6040","b4a,b3,b4b,bb","3809,4724,5327,6040","2111,3929,0","why:","honestly:#iread"
"ANGB67ECCF73","ilt0pfyk","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","45202","b4a,b3,b2,b4b,b1,bb","39980,41344,42449,43465,44585,45202","17433,1160,26608","why:","honestly:#iread"
"AVVXFDH5UUYLT","ilssfa32","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","45695","b3,b4a,b4b,b2,b1,bb","4842,14871,15704,16763,17175,45695","36965,5656,3074","why:A person person ","honestly:#ididnt"
"A29AX5O8KL48F8","ilss6fqe","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","78959","b4b,b4a,b3,b2,b1,bb","57938,64705,68159,70010,71442,78959","78959,0,0","why:","honestly:#iread"
"A3KSOAD08L2DGK","ilsrayuc","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","4","129858","b4a,b4b,b2,bb","112130,116193,123706,129858","129858,0,0","why:None of the other parts of the specification seemed to be able to affect the assertion, so  it must be the case that we needed a new assumption.","honestly:#iread"
"A3DRYZ95VDUDK","ilsyz74d","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","3","107968","b4b,b4a,bb","64467,71946,107968","16056,5357,86554","why:Allow room to be opened by a key another owns","honestly:#iread"
"A1GXPNXDLMT0QB","ilt0vp0b","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","16912","b4a,b4b,b2,b3,b1,bb","6661,9787,13461,14991,15961,16912","16912,0,0","why:","honestly:#ididnt"
"A7NZ814Q5MX2R","ilsolfgn","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","2","116334","b2,bb","88781,116334","55145,338,60851","why:you need to change the 2 subclasses of persons","honestly:#iread"
"A1GVGOWYO5DLZO","ilsof216","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","50166","b4a,b3,b2,b4b,b1,bb","44110,45759,47146,48028,49095,50166","24119,7998,18049","why:","honestly:#iread"
"A2LCFORIW0NF1S","ilsul1u4","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","203837","b3,b4a,b2,b1,b4b,bb","175613,179077,190157,194413,198677,203837","96316,14728,92793","why:","honestly:#iread"
"AK7LGB1QOGA1P","ilt66trk","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","118208","b4b,b2,b4a,b3,b1,bb","50442,60060,70658,102516,104556,118208","110726,1734,5748","why:I chose 4a first, and it said that was incorrect...so I chose 4B, which also stated it was incorrect.  It wasn't until I had no other choices that I realized I had to click the button below to see the results.  I did read carefully, I just thought that after picking my second choice, the box in pink that said ""incorrect"" would change, not realizing I needed to click again to see if I was right or wrong. ","honestly:#iread"
"A1A1RNLLRZNQWB","ilswvchm","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","21980","b4a,b4b,b2,b3,b1,bb","14716,15790,17004,17826,18528,21980","21980,0,0","why:It took me a minute to understand","honestly:#iread"
"A182UKZLGBBDLQ","ilst9jdr","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","6209","b4a,b4b,b3,b2,b1,bb","2481,3057,3937,4417,4889,6209","6209,0,0","why:It wouldn't.","honestly:#ididnt"
"A2HNL20X0Q9BP0","ilsq1ijn","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","1","11820","bb","11820","2332,424,9064","why:current spec is required to designate who has keys, who authorized it, which room it can open, and declaring can_enter true or false for the person class.  New assumption needed to either differentiate the subclasses or limit the keys to the amount of rsearchers or only authorize keys that are owned by researchers","honestly:#iread"
"A3HKIWF1E4QCUT","ilsoppt2","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","15269","b4a,b4b,b2,b1,b3,bb","9925,11301,12221,12821,13565,15269","15269,0,0","why:","honestly:#ididnt"
"A2TXWYY91LRGJG","ilszx7dr","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","1","6177","bb","6177","6177,0,0","why:","honestly:#iread"
"AI4AWKQUHNS3N","ilsoznl3","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","2","217328","b1,bb","212424,217328","217328,0,0","why:There was no change that would make the assertion true","honestly:#iread"
"A368UU9FU3HDP2","ilsohtao","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","6","173540","b4b,b3,b2,b1,b4a,bb","148563,158716,168660,169625,170601,173540","173540,0,0","why:I had to select ""other assertion."" Nothing here needed to be changed. However, I found the choices to be vague and explained only post-selection.","honestly:#iread"
"A21EZISIJ3JPSW","ilsq6cbj","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","2","1107443","b4b,bb","1104230,1107443","1093405,7713,6325","why:EACH PERSON MUST HAVE A KEY TO GET INTO THE ROOM, BUT WHAT IF SOMEONE LET'S ANOTHER PERSON INTO THE ROOM?","honestly:#iread"
"A2ADEPVGNNXNPA","ilsqungm","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","BOC","2","45403","b2,bb","40610,45403","45403,0,0","why:I'm not sure","honestly:#ididnt"
"workerId","postId","experimentID","taskID","_clicks_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_OOC","_time_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_OOC","_clickorder_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_OOC","_clicktime_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_OOC","_scenariotime_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_OOC","_why_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_OOC","_honestly_walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM_OOC"
"A19C6T7B0H4PAQ","ilsr51lq","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","3","14110","b3c,bb,b3a","12060,12964,14109","14110,0,0","why:","honestly:#iread"
"A1FLNAFLLO3UPK","ilsp0gw6","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","1","612934","b3a","612934","612934,0,0","why:At least means there may be other groups so the assertion that only memebers of the systems or logic group could enter, is incorrect.","honestly:#iread"
"AG7F3QKOQJGYR","ilsszmc6","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","8","516086","b1,b2,b4a,bb,b3c,b3b,b4b,b3a","154966,278852,507418,510415,511926,513435,515024,516086","295301,12762,208022","why:The assertion mentions that a person is a member_of systems or logic.  However, at least indicates that more groups can be in the secure_lab.","honestly:#iread"
"A3HTLXAPOBCVVO","ilsof6le","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","1","88554","b3a","88554","74183,2830,11541","why:At least leave room for other groups to also exist in the secure lab","honestly:#iread"
"AYXDE087J2KO","ilspdvbu","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","1","38292","b3a","38292","23339,200,14753","why:because of their location.","honestly:#iread"
"A14MOF7D5EUMH1","ilsp4z56","walkthrough_prime,teach_prime,BOC,OOC,BRM,ORM","OOC","2","35714","b2,b3a","33065,35714","28688,1470,5553","why:","honestly:#iread"
