workerId,postId,experimentID,taskID,clicks,time,clickorder,clicktime,scenarioTime,why,honestly
"ABUXM7VAW5SKJ","ilsoqfjo","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","5","119205","b5c,b1,bb,b4,b5a","88621,104654,113453,117253,119205","119204","why:","honestly:"
"ABOEYY9Y0PFRI","ilsoqlrn","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","1","78215","b5a","78215","78215","why:","honestly:"
"A1CE2XPYCDRHVZ","ilsroc5y","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","1","41723","b5a","41723","41722","why:","honestly:"
"A1F3TWJXGO0URG","ilsq7olj","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","1","109833","b5a","109833","109833","why:","honestly:"
"AUZ3YWTVBISNH","ilsqx9wa","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","1","206701","b5a","206700","206701","why:","honestly:"
"A30INZP823YXM4","ilsp63ps","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","1","73870","b5a","73870","73870","why:","honestly:"
"A33QXQVY6GU1FI","ilsoga7e","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","3","5381","b3,b4,b5a","3467,4649,5381","5381","why:","honestly:"
"A16184N1RO5OJV","ilsoa5bp","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","4","219992","bb,b5c,b5b,b5a","136564,175495,204359,219992","219992","why:","honestly:"
"A255Z4U24Y2SP8","ilsvdho6","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","6","144856","b2,b5c,b5b,b3,b4,b5a","103457,121073,129596,139458,143087,144856","144856","why:","honestly:"
"A2OFN0A5CPLH57","ilstobf4","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","1","81345","b5a","81345","81345","why:","honestly:"
"ALDQRWYZ8KQ9A","ilspkqgc","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","1","410025","b5a","410025","410025","why:","honestly:"
"A3QAHF4UUBM7ZO","ilsondif","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","4","30674","b4,b5b,b5c,b5a","11636,28586,29561,30674","30674","why:","honestly:"
"A2UCKZZI9KBBCV","ilsuie6w","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","4","221074","b3,b4,b2,b5a","144202,178006,195809,221074","221074","why:","honestly:"
"A3I40B0FATY8VH","ilspf58n","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","1","59403","b5a","59403","59403","why:","honestly:"
"A268OJ4RQUMQRE","ilsp3qtb","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","4","73185","b1,b2,b3,b5a","60771,63602,65667,73185","73185","why:","honestly:"
"A1GLF2427E02YG","ilstxaek","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","1","133503","b5a","133503","133502","why:","honestly:"
"A2SHU616DSQKK2","ilswmzgf","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","4","75276","b2,b4,b5c,b5a","9613,14477,17973,75276","75276","why:","honestly:"
"A1F0VPCA2QEVKZ","ilspqjbu","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","5","131934","b3,b1,b2,b4,b5a","98833,114400,119916,128381,131934","131934","why:","honestly:"
"A2XJPQF9BIMJS0","ilsp8tlu","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","1","121308","b5a","121308","121308","why:","honestly:"
"A8028AFBBS29G","ilso9q4y","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","3","95897","b2,b3,b5a","51025,57615,95897","95897","why:","honestly:"
"AVR6APJRJK7EF","ilsspihh","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","1","51607","b5a","51607","51607","why:","honestly:"
"A2VDCUHGOZTL8R","ilsqyoa6","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","1","109040","b5a","109040","109040","why:","honestly:"
"A70L26UXLTGLC","ilsouxe8","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","1","35127","b5a","35127","35127","why:","honestly:"
"A3RQN26FQAXYOI","ilsq4cw3","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","4","48175","b4,bb,b3,b5a","12192,24914,33718,48175","48175","why:","honestly:"
"A3L6XZCGHKA9WY","ilsp4hvw","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","2","120915","bb,b5a","109822,120915","120915","why:","honestly:"
"A20ALQT1HIVSAH","ilsojr3v","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","5","9232","b1,b2,b3,b4,b5a","6736,7438,8015,8639,9232","9232","why:","honestly:"
"A2Q9EDMARU6D1P","ilsoy2l3","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","7","223979","b4,b3,b5c,bb,b1,b2,b5a","198165,199373,208724,218044,222787,223235,223979","223979","why:","honestly:"
"A2T1K94BLNDBAH","ilsq0azd","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","teach_prime","5","43555","b3,b1,b2,b4,b5a","13489,33237,38803,41489,43555","43555","why:","honestly:"
"workerId","postId","experimentID","taskID","_clicks_walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC_BOM","_time_walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC_BOM","_clickorder_walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC_BOM","_clicktime_walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC_BOM","_scenariotime_walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC_BOM","_why_walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC_BOM","_honestly_walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC_BOM"
"A2R7IJ6O8ZYSYX","ilsp18b0","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","59269","b4a,b4b,b2,b3,b1,bb","34701,35852,48366,50669,53202,59269","59269","why:It made the most sense.\n","honestly:#iread"
" A179FA3NA9FQ47","ilsqm5kp","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","118434","b2,b4b,b4a,b1,b3,bb","69794,94558,97527,104499,107598,118434","118434","why:there is nothing wrong with it.","honestly:#iread"
"A2SYRFPPV9WDEG","ilsoof3k","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","1","58432","bb","58432","58431","why:","honestly:#iread"
"AASW4EHSSOG40","ilsoefv5","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","183902","b2,b3,b1,b4b,b4a,bb","118922,142885,149420,162276,164442,183902","183901","why:","honestly:#iread"
"AJH2N4RI8WA6U","ilspb4o8","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","1","166054","bb","166054","166054","why:Each person assigned to the secure lab is one of two groups, researchers or employees. The assertion is incorrect because employees with a key also can enter the lab.","honestly:#iread"
"A9VLWY4KW6OCB","ilsrtp5q","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","24041","b4a,b4b,b3,b2,b1,bb","15177,17640,18216,18736,19656,24041","24041","why:","honestly:#iread"
"AB1X97ASE626Q","ilso9orp","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","1","115142","bb","115142","115142","why:","honestly:#iread"
"A15SPRQ2HRRZMQ","ilsuj7u1","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","5","63650","b2,b4b,b3,b4a,bb","47826,53043,56202,60770,63650","63650","why:","honestly:#iread"
"AKNYT1NTK2UFK","ilsogudr","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","53673","b4a,b4b,b3,b2,b1,bb","44945,46139,50760,51767,52888,53673","53673","why:","honestly:#ididnt"
"AGBDM85RLYTGL","ilsp49ul","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","96783","b4b,b3,b2,b1,b4a,bb","66403,83122,89837,91603,92834,96783","96783","why:The person who owns the keys would need to work in the lab  lab and anyone entering has to be authorized has to work in the ","honestly:#iread"
"A3N30TU7ZTLNB9","ilsudake","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","252473","b2,b4b,b4a,b3,b1,bb","74923,77109,77781,79173,79715,252473","252473","why:","honestly:#ididnt"
"A1IQV3QUWRA8G1","ilspxbf0","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","57314","b2,b3,b4a,b4b,b1,bb","43231,47014,49878,52512,55111,57314","57310","why:","honestly:#iread"
"A3EIVR2LS7CCWB","ilt0bkf8","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","654681","b1,b4a,b4b,b2,b3,bb","568633,630115,639948,646613,648590,654681","654681","why:Actually, I thought the assertion in the counter-example was true. Had I thought more about it I would have realized NO employee who we know owns a key to the secure lab; one is authorized to give out keys, and everyone has sets of keys, but it is possible only researchers have the key to the secure lab and that the most an employee can due is authorize a lab key being given out to the researcher/owner.","honestly:#ididnt"
"AWU9KXJ20TYKQ","ilsozpzn","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","133251","b4a,b4b,b2,b1,b3,bb","102689,105956,128970,130460,131492,133251","133251","why:I don't think not changing anything makes this true.  The assertion wants to make sure that only researchers can enter the lab.  But 2 says employees give out keys, but it doesn't say they can't give it to another employee who can then use it to enter the lab meaning that both employees and researchers could enter the lab, not just researchers","honestly:#iread"
"A336V7IY38Q2WN","ilswlrbk","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","535763","b4b,b4a,b2,b3,b1,bb","499400,508569,530220,532793,534294,535763","535764","why:because a person can enter a room only if the room is opened by a key the person owns","honestly:#iread"
"A2L0TLGQFG85UZ","ilsxyrzr","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","78005","b2,b4a,b1,b4b,b3,bb","52548,65257,72369,74995,76219,78005","78005","why:","honestly:#iread"
"A1ICEHLHW6JNN1","ilsu15d7","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","76800","b4b,b4a,b3,b2,b1,bb","52783,56000,63695,68332,69164,76800","76800","why:i feel that altering #3 can allow the assertion to be true.","honestly:#iread"
"A2J1VDVDYZRK29","ilsoyoog","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","23907","b1,b2,b3,b4a,b4b,bb","12847,14686,15936,16915,18017,23907","23907","why:It allows for the sentence ","honestly:#iread"
"A379CH361AJDPD","ilspjph0","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","78428","b4b,b2,b1,b3,b4a,bb","60480,68758,71151,72591,73368,78428","78428","why:","honestly:#iread"
"A18VHGJDSTTBHV","ilstq9j5","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","4","106255","b4a,b4b,b3,bb","87663,92519,104895,106255","106255","why:Nothing is wrong with the specification, the assertion can be true with all the listed specifications.","honestly:#ididnt"
"A2JCHN90PRUWDH","ilso9svn","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","19824","b4b,b4a,b3,b2,b1,bb","11073,14601,17537,18178,19216,19824","19824","why:It is already true.","honestly:#iread"
"AKZUP3VY594E8","ilszx1ap","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","1","100900","bb","100900","100900","why:None of the specifications about who owns keys refers specifically to the Researcher subclass of persons. Therefore we cannot assume that only researchers have the key to the secure lab.","honestly:#iread"
"A5EU1AQJNC7F2","ilsr81h2","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","26086","b3,b4a,b2,b1,b4b,bb","14842,17836,21574,23011,23925,26086","26086","why:","honestly:#iread"
"A1U8PQZ1IX546E","ilsob4n5","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","60950","b4a,b4b,b1,b2,b3,bb","20018,21242,28262,35312,36367,60950","60950","why:","honestly:#ididnt"
"A2551EKB87S2XY","ilsxxsd2","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","5","20599","b4b,b3,b1,b2,bb","10398,13493,15076,18694,20599","20599","why:","honestly:#iread"
"A39J3Y8YVC6AIZ","ilsuc4kh","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","3","429924","b4b,b3,bb","334155,412553,429924","429924","why:Employees, and Researchers owns keys. not only researchers","honestly:#iread"
"A23R5LS5X8XU3I","ilsp3yj7","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","147645","b2,b4a,b4b,b3,b1,bb","65681,81231,130163,133110,134661,147645","147645","why:Changing any part of the specification that were choices for being changed would not affect the assertion. The part that would need to be changed is each person owns a set of keys. It would need to be each researcher owns a set of keys.","honestly:#iread"
"A1ZF2GZ2ZRV8OY","ilsoneuo","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","5","126658","b1,b4a,b4b,b3,bb","84310,115441,123827,125466,126658","126658","why:I'm honestly not sure! No where does it state that no employees get keys to rooms that I can see. I'm a bit confused. ","honestly:#iread"
"A27O2IILV3S5YS","ilsod626","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","64065","b3,b4b,b4a,b1,b2,bb","30946,35553,37458,38786,40513,64065","64065","why:","honestly:#iread"
"A7IP59CHOHDYL","ilstygpl","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","96263","b2,b4a,b4b,b3,b1,bb","86782,89748,91717,93830,95016,96263","96262","why:","honestly:#ididnt"
"A9HQ3E0F2AGVO","ilss72c6","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","58249","b4b,b2,b1,b3,b4a,bb","43300,49327,50772,51615,52151,58249","58249","why:does not mention whether researchers are given keys","honestly:#iread"
"A37EV8RZ82WT8E","ilsohekz","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","63817","b4b,b4a,b1,b3,b2,bb","54256,56106,58395,59118,59600,63817","63817","why:Defining which persons are researchers and which are not.","honestly:#iread"
"ATQKTFZ7ETZ1C","ilsoa9qx","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","1","74252","bb","74252","74252","why:There is nothing that needs to be changed.","honestly:#iread"
"A1GZOEMTN2KYDA","ilsp376l","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","1","58678","bb","58678","58678","why:Because the assertion does not address whether an employee can enter the secure lab.","honestly:#iread"
"A2A3QA1VCMLUSX","ilsofyvf","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","109496","b2,b3,b4b,b4a,b1,bb","74462,102350,103431,105745,106767,109496","109496","why:It didn't mention researchers anywhere in the assumptions so I thought there had to be something wrong with it.","honestly:#iread"
"A311S2J8UUQ7QR","ilsugat3","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","179668","b1,b4a,b4b,b3,b2,bb","158963,173486,176040,177246,178054,179668","179668","why:","honestly:#iread"
"A37E36IPU0BJX5","ilssira2","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","78033","b4a,b4b,b3,b2,b1,bb","40073,43201,47274,48281,49047,78032","78033","why:The key needs to be given to someone from someone who is authorized to give it out.","honestly:#iread"
"AFDC9A6Z60W2Z","ilsr0lpp","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","55949","b3,b4b,b4a,b2,b1,bb","35004,41125,43693,44749,45621,55949","55948","why:","honestly:#iread"
"ABUXM7VAW5SKJ","ilsoqfjo","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","105257","b4a,b4b,b2,b3,b1,bb","87161,92750,97018,102453,103785,105257","105256","why:","honestly:#ididnt"
"ABOEYY9Y0PFRI","ilsoqlrn","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","119303","b1,b3,b2,b4a,b4b,bb","88915,103905,106037,112024,117003,119303","119303","why:If a student is assigned a key for a specific room then others besides researchers can open said room","honestly:#iread"
"A1CE2XPYCDRHVZ","ilsroc5y","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","2","42123","b2,bb","33821,42123","42123","why:Since Employee0 did authorize the key, it's not a sufficient counterexample.","honestly:#iread"
"A1F3TWJXGO0URG","ilsq7olj","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","3","108387","b1,b2,bb","95794,104980,108387","108387","why:I think that you have to specify that the person is a research if you want them to enter a room.","honestly:#iread"
"A30INZP823YXM4","ilsp63ps","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","209670","b3,b2,b4b,b4a,b1,bb","158186,198320,204830,206822,208445,209670","209670","why:","honestly:#iread"
"A33QXQVY6GU1FI","ilsoga7e","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","13643","b1,b4a,b3,b2,b4b,bb","7123,8212,8741,9391,10041,13643","13643","why:","honestly:#ididnt"
"A16184N1RO5OJV","ilsoa5bp","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","93853","b1,b2,b4b,b3,b4a,bb","29369,52185,73884,88318,90465,93853","93853","why:I don't really understand this task. I think it needs more information about how to do it. Thanks","honestly:#iread"
"A255Z4U24Y2SP8","ilsvdho6","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","109692","b3,b1,b4b,b4a,b2,bb","96084,100914,103258,106868,108333,109692","109692","why:The assertion does not need to be changed. ","honestly:#iread"
"ALDQRWYZ8KQ9A","ilspkqgc","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","1","303107","bb","303107","303107","why:I said that for this question the spec was fine and the assumption needed changing.  To fix the assertion you'd need to make it so that keys were only handed out to researchers.  But there's now way to make that change from the options provided.  ","honestly:#iread"
"A2UCKZZI9KBBCV","ilsuie6w","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","2","251507","b3,bb","233429,251507","251506","why:","honestly:#iread"
"A3I40B0FATY8VH","ilspf58n","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","1","117208","bb","117208","117208","why:","honestly:#iread"
"A268OJ4RQUMQRE","ilsp3qtb","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","90159","b2,b4a,b4b,b3,b1,bb","77139,83078,85574,87150,88399,90159","90159","why:","honestly:#iread"
"A1GLF2427E02YG","ilstxaek","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","203070","b2,b4b,b3,b1,b4a,bb","171225,181625,196277,197923,199489,203070","203070","why:I thought that #2 should be changed, maybe from Employee to Researcher, since a Researcher would not authorize an Employee to have a key to the secure lab. But I made my own assumption, because nothing states that as fact. After that was wrong, I thought maybe 4b could be changed and ""and has authorization"" or something to that effect could be added. After that, I forgot about the ""none of the above"" answers and just started clicking them all cause I couldn't figure out why I was wrong. ","honestly:#iread"
"A2SHU616DSQKK2","ilswmzgf","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","197944","b4b,b2,b4a,b3,b1,bb","173497,185064,189384,194136,196568,197944","197944","why:If Employees and Researchers are the the same sub class","honestly:#ididnt"
"A1F0VPCA2QEVKZ","ilspqjbu","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","2","79516","b4b,bb","70051,79516","79516","why:","honestly:#iread"
"A2XJPQF9BIMJS0","ilsp8tlu","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","5","107641","b1,b4b,b4a,b3,bb","85034,100577,104807,106735,107641","107640","why:I don't know.","honestly:#iread"
"AVR6APJRJK7EF","ilsspihh","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","1","34720","bb","34720","34720","why:Each person is a researcher, but doesn't mean they have a key.","honestly:#iread"
"A2VDCUHGOZTL8R","ilsqyoa6","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","94875","b4b,b4a,b2,b3,b1,bb","66864,74077,91233,92585,93874,94875","94874","why:The subclasses of Employees and Researchers are non-overlapping and therefore the assumption that the Person who enters the secure lab must be a Researcher is false, as an Employee may also own a key and be authorized to use it. ","honestly:#iread"
"A70L26UXLTGLC","ilsouxe8","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","1","10548","bb","10548","10548","why:Researcher should be a new subset.","honestly:#iread"
"A3RQN26FQAXYOI","ilsq4cw3","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","30708","b3,b2,b4a,b4b,b1,bb","19110,22657,24320,25560,29467,30708","30707","why:The key is the only way to enter the facility. ","honestly:#iread"
"A3L6XZCGHKA9WY","ilsp4hvw","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","128031","b4a,b2,b3,b4b,b1,bb","119608,123193,124287,125679,127123,128031","128031","why:","honestly:#iread"
"A2Q9EDMARU6D1P","ilsoy2l3","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","BOM","6","66713","b1,b2,b3,b4a,b4b,bb","57401,59081,64729,65249,65776,66713","66713","why:","honestly:#ididnt"
"workerId","postId","experimentID","taskID","_clicks_walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC_OOM","_time_walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC_OOM","_clickorder_walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC_OOM","_clicktime_walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC_OOM","_scenariotime_walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC_OOM","_why_walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC_OOM","_honestly_walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC_OOM"
"A2R7IJ6O8ZYSYX","ilsp18b0","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","6","10271","bb,b4b,b4a,b3b,b2,b3a","4670,7606,8240,9223,9887,10271","10271","why:","honestly:#ididnt"
" A179FA3NA9FQ47","ilsqm5kp","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","6","92380","bb,b4b,b4a,b1,b2,b3a","38476,66924,70163,77862,89088,92380","92380","why:this statement implies there are other groups that can enter.","honestly:#iread"
"A2SYRFPPV9WDEG","ilsoof3k","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","4","276936","b4b,b3b,bb,b3a","237672,260776,276110,276936","276936","why:","honestly:#ididnt"
"AJH2N4RI8WA6U","ilspb4o8","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","6","144286","bb,b4b,b3c,b1,b4a,b3a","100210,112662,119959,125818,133685,144286","144286","why:If the secure lab is restricted to only the systems or logic groups then those members are the only people that can enter.","honestly:#iread"
"A9VLWY4KW6OCB","ilsrtp5q","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","1","3415","b3a","3415","3415","why:","honestly:#iread"
"A15SPRQ2HRRZMQ","ilsuj7u1","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","4","31059","b4a,b4b,bb,b3a","23979,27035,28858,31059","31058","why:","honestly:#iread"
"AKNYT1NTK2UFK","ilsogudr","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","6","65186","b1,b4b,b4a,b3c,b2,b3a","39311,50553,51836,60641,64339,65186","65186","why:A secure room would only be open to systems or logic groups","honestly:#iread"
"A3N30TU7ZTLNB9","ilsudake","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","1","7268","b3a","7268","7268","why:","honestly:#iread"
"A1IQV3QUWRA8G1","ilspxbf0","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","1","14379","b3a","14379","14375","why:Because it's a member of the logic or systems group.","honestly:#iread"
"A3EIVR2LS7CCWB","ilt0bkf8","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","1","126720","b3a","126720","126720","why:If ONLY the systems and logic groups are located in the same room (and no other groups) and #4 is true (A person can enter a room only if the person is a member of a group located in that room) then the assertion that only people who are members of either the systems or logic groups can enter the secure lab becomes true. ","honestly:#iread"
"AWU9KXJ20TYKQ","ilsozpzn","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","1","36444","b3a","36444","36444","why:There could be more groups associated with this room.  Saying only would make the assertion true","honestly:#iread"
"A336V7IY38Q2WN","ilswlrbk","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","3","498673","bb,b1,b3a","425713,495619,498672","498673","why:improper qualifyer","honestly:#iread"
"A2L0TLGQFG85UZ","ilsxyrzr","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","3","74168","bb,b2,b3a","30179,69803,74168","74168","why:AT least means that there are more groups that could enter","honestly:#iread"
"A1ICEHLHW6JNN1","ilsu15d7","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","6","99087","b4b,bb,b4a,b3c,b3b,b3a","52247,92134,94062,97346,98303,99087","99088","why:i do not understand this exercise, as i think i would rather alter #4b instead.","honestly:#iread"
"A2J1VDVDYZRK29","ilsoyoog","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","3","8400","b4b,b3b,b3a","5051,7116,8400","8400","why:","honestly:#iread"
"A379CH361AJDPD","ilspjph0","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","7","77679","bb,b1,b3c,b4a,b4b,b3b,b3a","59279,66556,73044,74468,75794,77065,77679","77679","why:","honestly:#ididnt"
"A18VHGJDSTTBHV","ilstq9j5","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","1","77678","b3a","77678","77678","why:If you take the 'at least' out, the specification will read ""The systems and logic groups are located_in the secure_lab room."" This makes it so each person entering the secure_lab must be a member_of the systems or logic Group.","honestly:#iread"
"A2JCHN90PRUWDH","ilso9svn","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","5","34482","b2,bb,b4a,b4b,b3a","27787,30802,32402,33226,34482","34482","why:They are for sure in the secure lab room, so that wouldn't need to be there.","honestly:#iread"
"AKZUP3VY594E8","ilszx1ap","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","1","68444","b3a","68444","68444","why:It does not say that only the systems and logic groups are located in the secure lab. It's entirely possible that another group is also located in the secure lab.","honestly:#iread"
"A5EU1AQJNC7F2","ilsr81h2","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","7","29369","bb,b2,b3c,b4b,b4a,b3b,b3a","19592,23551,26294,27088,28073,28836,29369","29369","why:","honestly:#iread"
"A1U8PQZ1IX546E","ilsob4n5","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","6","21003","bb,b4a,b4b,b3c,b3b,b3a","8452,14475,16179,18125,19888,21003","21003","why:","honestly:#iread"
"A2551EKB87S2XY","ilsxxsd2","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","3","10898","b1,b2,b3a","9124,10146,10898","10898","why:","honestly:#iread"
"A23R5LS5X8XU3I","ilsp3yj7","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","1","79485","b3a","79485","79485","why:By taking that out, you remove the possibility that Groups other than the systems or logic Group are located in the secure lab Room. Any member of a Group not located in that Room could not enter it.","honestly:#iread"
"A1ZF2GZ2ZRV8OY","ilsoneuo","walkthrough_prime,teach_prime,BOM,OOM,BRC,ORC","OOM","1","65234","b3a","65234","65234","why:Other groups could be assigned to use this room too. This should say ""only"" those groups use the room to be true. ","honestly:#iread"
