"workerId","postId","experimentID","taskID","q1","tasks/triple-POS-INT.html_time","tasks/triple-POS-INT.html_test0","tasks/triple-POS-INT.html_test1","tasks/triple-POS-INT.html_test2","tasks/triple-POS-INT.html_test3"
"A3I9FTHSULHPYS","jammab5m","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/adding-machine-WITHOUT-00.html","php","79988","[1, 3],[2,2]","[1,4],[2,3]","[1,5],[2,4]","[1,6],[2,5]"
"AVBRJBJONL47I","jamqav80","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/adding-machine-WITHOUT-00.html","c++, work, no problems","163798","[1, 3],[4]","[1,3,2,0,1,2,3],[6,6]","[10,10,0,20,20,0,0,0,1,1],[20,40]","[5,3,1,1,0,1,0,2,3,0,0,1,1],[10,1,5]"
"A2ZJAEL03VTZ8","jamm7i87","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-FOUR-XS.html","tasks/adding-machine-WITHOUT-00.html","none","434425","[1, 3],[4]","[2, 4, 0, 3, 6],[6, 9]","[3, 3, 0, 5, 0, 6, 5],[6, 5, 11]","[4, 5, 0, 6],[\n11, 7] "
"A1L3937MY09J3I","jamrdwdo","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/adding-machine-WITHOUT-00.html","SQL","109021","[1, 3],[4]","[1,0,5,2,0,3],[1,7,3]","[1,2,3,4,0,1],[10,1]","[2,0,2,0,2],[2,2,2]"
"A1OGWGOMZ4Y3WK","jamo10no","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-THREE-XS.html","tasks/adding-machine-WITHOUT-00.html","use program as part of work, did not have any technical issues with survey","273104","[1, 3],[4]","[3, 3, 7, 0, 4, 4],[13, 8]","[2, 6],[8]","[5, 5, 0, 5],[10, 5]"
"debug","jalunpgd","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-WITHOUT-00.html","DEBUG DEBUG DEBUG","49052","[1, 3],[4]","[],[]","[],[]","[],[]"
"A29PB7Q7HNRJ5G","jamm5gwf","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-WITHOUT-00.html","java,yes,no","405976","[1, 3],[4,0]","[0,1,2,3,4],[3,7]","[2,3,6],[2,9,0]","[4,5,6],[9,6,0]"
"A10YS8AVLQWUZZ","jamln37h","tasks/triple-POS-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/adding-machine-WITHOUT-00.html","AutoHotkey, yes, no issues.","326626","[1, 3],[4]","[0],[]","[0,1,0],[1]","[1,0,1],[1,1]"
"A31A4YKVSOYRVS","jamua8i1","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-THREE-XS.html","tasks/adding-machine-WITHOUT-00.html","None","411331","[1, 3],[4]","[1, 6, 1, 0, 0],[8]","[2, 3, 0, 6, 0],[5, 6]","[6, 1, 3, 0, 5, 5],[10, 10]"
"A204JAK7QRDWVM","jamloetl","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-WITHOUT-00.html","Python is my preferred language, and yes I use it for work. No issues with the survey.","87794","[1, 3],[4]","[3, 3, 0],[6]","[1, 0, 3],[1, 3]","[1, 6, 6, 0, 2],[13, 2]"
"AVFHVR031G04W","jamnrlui","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/adding-machine-WITHOUT-00.html","I am in school for Computer Science, I am learning Java and C++. No issues with survey!","244319","[1, 3],[4]","[9, 3, 0, 2, 7],[12, 9]","[2, 0, 7, 1, 6, 4],[2, 18]","[76, 89],[165]"
"A2U5K5WW79T4Q2","jamloz3a","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/adding-machine-WITHOUT-00.html","VB","208823","[1, 3],[4]","[2,5,0],[7]","[2,4,0,2,5],[6,7]","[1,3,0,2,0,5,6],[4,2,11]"
"AZ9BU8QI4YKF3","jammyhut","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-WITHOUT-00.html","python","245853","[1, 3],[1, 4]","[1, 5],[1.5]","[4, 5, 0, 9],[9, 9]","[7, 2, 0, 3, 1],[9, 4]"
"A10XW6SNPNQX16","jampmdhx","tasks/triple-POS-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-FOUR-XS.html","tasks/adding-machine-WITHOUT-00.html","I know some visual basic and C++ from school days","696976","[1, 3],[4]","[1,3,0,2,2],[4,4]","[3,4,0,4,5],[7,9]","[1,1,0,2,2],[2,4]"
"A1VFXUT4WS5VT","jamrka9p","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/adding-machine-WITHOUT-00.html","i know java language,  i didn't find any issues ","153291","[1, 3],[4]","[2,6,0],[8]","[3,8,0,4,2],[11,6]","[4,10,0,6,4],[14,10]"
"A7HO8U70MUTUG","jamltzhg","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-WITHOUT-00.html","good","378779","[1, 3],[1, 0, 1, 2]","[2, 4],[1, 1, 0, 2, 2]","[3, 6],[1, 2, 0, 3, 3]","[4, 8],[2, 2, 0, 4, 4]"
"A3MK7F6KT80AZT","jammbhdt","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/adding-machine-WITHOUT-00.html","I primarily use C++ and use programming fairly regularly.","241387","[1, 3],[4]","[4,7,8,9,0,1,5],[28,6]","[1,0,5,6,9,10,0,15,17],[1,30,32]","[7,2,99,25,0,25,47,0,5,7],[133,72,12]"
"A12BSUP66MCLAI","jamoakoa","tasks/triple-POS-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/adding-machine-WITHOUT-00.html","I use a lot of SQL, batch scripting, java, and C++ for work. ","158068","[1, 3],[4]","[0,1,1,8],[10]","[1,1,8,0],[10]","[1,1,0,8],[2,8]"
"A1VHQ3KL3P4T4H","jamrkmj9","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/adding-machine-WITHOUT-00.html","English, eaglesoftware, no issues","289976","[1, 3],[0,1,2,1]","[2,5],[1,1,3,2]","[6,9],[4,2,6,3]","[4,7],[2,2,3,4]"
"A305KD2HBUUCMQ","jamo5u5r","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/adding-machine-WITHOUT-00.html","c++","86610","[1, 3],[4]","[4],[8]","[8],[16]","[16],[32]"
"A12BTFPKFKKD2I","jamnty9i","tasks/triple-NEG-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/adding-machine-WITHOUT-00.html","I only have slight experience with python","107099","[1, 3],[4]","[2,3,0,5,5],[5,10]","[4,4,3,0,1,1],[11,2]","[2,3,0,3,4,2],[5,9]"
"A1HN4550TIXQBZ","jammy9s5","tasks/triple-POS-INT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/adding-machine-WITHOUT-00.html","N/A","82963","[1, 3],[4]","[2, 4, 0, 5, 6],[6, 11]","[3, 5, 0, 6, 7],[8, 13]","[4, 6, 0, 7, 8],[10, 15]"
"A4IH4CO046EV3","jamlmjew","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-WITHOUT-00.html","C, just school, not at work, no issues with survey","130724","[1, 3],[4]","[1, 1, 0, 0],[2]","[3, 3, 0, 3, 3],[6, 6]","[0, 0],[0]"
"ABL3H3O3BI8ZD","jamlsfws","tasks/triple-POS-FLOAT.html,tasks/adding-machine-WITHOUT-00.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/adding-machine-WITHOUT-00.html","Swift, school and no.","145497","[1, 3],[1,3]","[3,5],[3,5]","[5,8],[5,8]","[9,0],[9,0]"
"workerId","postId","experimentID","taskID","q1","tasks/adding-machine-EMPTY-LIST.html_time","tasks/adding-machine-EMPTY-LIST.html_test0","tasks/adding-machine-EMPTY-LIST.html_test1","tasks/adding-machine-EMPTY-LIST.html_test2","tasks/adding-machine-EMPTY-LIST.html_test3"
"A2AEY7AGQYBN6X","jammoyxx","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/adding-machine-EMPTY-LIST.html","C#","1277171","[1],[1]","[0],[0]","[1,2,3],[6]","[0,1,2,3],[6]"
"A239EUWY6SNDEZ","jamm3cdb","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/adding-machine-EMPTY-LIST.html","pretty good  hit and I don't have a bunch of programming knowledge","120635","[1],[1]","[2],[2]","[3],[3]","[4],[4]"
"A28HB7240OFGEW","jammseid","tasks/triple-NEG-INT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-EMPTY-LIST.html","I don't use any programming languages. I do not work with programming. Only a little wordpress here and there and I think that is CSS. No issues, I'm just not sure I did them correctly. ","291959","[1],[1]","[2,3,4],[9]","[7,8,9],[24]","[12,13],[25]"
"A2RR04JS69Z5LE","jamn7wvi","tasks/triple-POS-FLOAT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/adding-machine-EMPTY-LIST.html","No","146917","[1],[2]","[2],[3]","[3],[4]","[4],[5]"
"A27ZE20JZ3VDUP","jamsrzq4","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/adding-machine-EMPTY-LIST.html","I had some glitches that kept happening and it was throwing me and confusing me on what I should have been doing. ","59657","[1],[2]","[3],[4]","[8],[10]","[0],[9]"
"A1F1X57CUVKKLP","jamn6t34","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/adding-machine-EMPTY-LIST.html","The sliders in the text entry boxes obscured what I was typing.","156049","[1],[1]","[1, 1],[2]","[1,1,0,1,1],[2,2]","[1,1,0,0,1],[2]"
"A1E4T8TME19QL8","jamr2o2j","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/adding-machine-EMPTY-LIST.html","C++, yes, no","65218","[1],[1]","[1,2],[3]","[-1,-2],[-3]","[1,-2,3],[2]"
"A183WYXN12P2TJ","jamnty7q","tasks/triple-POS-FLOAT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/adding-machine-EMPTY-LIST.html","C++, work, no issues","141184","[1],[1]","[-2, -2, 0, 0],[-4]","[-2, 2],[0]","[-5.3, 0, 5, 0, -1, 0, 0],[-1.3]"
"A3RVHUY67SVXQV","jamynhsf","tasks/triple-POS-INT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-EMPTY-LIST.html","I'm used to HTML/CSS. I use it at home.","199583","[1],[1]","[2],[2]","[5],[5]","[0],[0]"
"A1P0M5D9IGZIDK","jamnpsjq","tasks/triple-NEG-INT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/adding-machine-EMPTY-LIST.html","Javascript. Yes, at work. No issues.","163362","[1],[1]","[-1],[]","[1.5],[]","[2, 4, -2],[6]"
"A1N8TKTLXV92QR","jamokfa6","tasks/triple-NEG-INT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-EMPTY-LIST.html","Java.  I use it at work and for my dissertation.  There were no problems technical or otherwise.  Well done... Thank you","504645","[1],[1]","[1, 2, 3, 4, 5, 6, 7, 0, 0],[28]","[99999999, 9999999, 0, 0] ,[199999998]\n","[0, 0],[0]"
"A2JZUSRBP6H5S","jammh6ut","tasks/triple-POS-FLOAT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/adding-machine-EMPTY-LIST.html","python.  No.  No.","550615","[1],[1]","[5,6,7,8,9,10,11,12,13,14,15],[110]","[23,24,25,26,27,28,29,30,31,32,33,34,35,56,37],[450]","[70,72,72,73,74,75],[360]"
"A3CDT7S9CRGIEG","jamqgd60","tasks/triple-NEG-INT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/adding-machine-EMPTY-LIST.html","n/a","255090","[1],[0]","[2],[6]","[5],[3]","[6],[0]"
"A22E831P684LJZ","jamp7h84","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/adding-machine-EMPTY-LIST.html","Python, I do not work with programming as part of work or school, it is a hobby. I believe that for the 2nd task the example input and output didn't show up and instead the boxes were just empty.","161585","[1],[1]","[0,0,1,2,3],[0]","[1,0,2,3,0,1,0,0],[1,0,5,0,1]","[1,2,3,0,0,2,1,0,0],[6]"
"A191V7PT3DQKDP","jamlw9re","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-EMPTY-LIST.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/adding-machine-EMPTY-LIST.html","I use C# as a part of my work, the description of the functions are not clear sometimes","304006","[1],[1]","[0,0],[]","[0,1,0],[]","[1,0,0],[1]"
"workerId","postId","experimentID","taskID","q1","tasks/adding-machine-LEADING-0.html_time","tasks/adding-machine-LEADING-0.html_test0","tasks/adding-machine-LEADING-0.html_test1","tasks/adding-machine-LEADING-0.html_test2","tasks/adding-machine-LEADING-0.html_test3"
"A2HC9549CZAKNN","jammd8kv","tasks/triple-POS-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/adding-machine-LEADING-0.html","I use C+ and i mainly use it for school. There were no issues with the survey. ","682258","[0, 1],[0, 1]\n","[0, 1, 2, 3]\n\n\n,[0, 6]\n","[0, 1, 2, 3, 4, 5]\n,[0, 15]\n","[0, 1, 2, 3, 4]\n,[0, 10]\n"
"A1USR9JCAMDGM3","jamlunmu","tasks/triple-POS-FLOAT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/adding-machine-LEADING-0.html","First time doing anything like this so I hope I did okay.  I had no issues with the survey.","174168","[0, 1],[0, 1]","[0, 1, 3],[0, 4]","[0, 1, 4],[0, 5]","[0, 1, 5],[0, 6]"
"A1PTH9KTRO06EG","jamlurzp","tasks/triple-NEG-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-LEADING-0.html","Java, and no I did not when I was in school. Survey went smoothly!","111969","[0, 1],[0, 1]","[0, 1, 2, 3],[0, 6]","[0, 4, 6],[0, 10]","[0, 1, 8, 10],[0, 19]"
"A25TSW9TVAIOQL","jamsrerx","tasks/triple-NEG-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-FOUR-XS.html","tasks/adding-machine-LEADING-0.html","SQL.  As part of my job.  The survey did not work in Chrome version 39.0.2171.95.  I entered the input and expected output but the box remained red.","156224","[0, 1],[0,1]","[2,4,6],[0,12]","[3,4,5],[0,12]","[10,20,30],[0,60]"
"A33QUS4NRVVMTN","jamlmpuo","tasks/triple-NEG-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-THREE-XS.html","tasks/adding-machine-LEADING-0.html","HTML or BBC. I worked with some programming in school. I did not have any issues with the study; everything worked as intended. ","106045","[0, 1],[0, 1]","[0, 2, 5],[0, 7]","[0, 10, 5],[0, 15]","[0, 100, 5],[0, 105]"
"A2VWG0L5JHOBWN","jamlmdru","tasks/triple-POS-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-LEADING-0.html","Java, no issues","148775","[0, 1],[0, 2] ","[0, 1, 2, 3, 4],[0, 4]","[0, 1, 2, 3, 4, 5],[0, 5]","[0, 1, 2, 3, 4, 5, 6],[0, 6]"
"A2P065E9CYMYJL","jamm7yuo","tasks/triple-POS-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/adding-machine-LEADING-0.html","Javascript. no. no.","69502","[0, 1],[0,1]","[0,2,4],[0.6]","[0,7,1],[0,8]","[0,5,1],[0,6]"
"A00705991ERAT34HG0R39","jamqw4we","tasks/triple-POS-FLOAT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-LEADING-0.html","SQL. Yes. No","112951","[0, 1],[0, 1]","[0, 1, 2],[0, 3]","[0, 1, 2, 3],[0, 6]","[0, 1, 3],[0, 4]"
"A1BNR1ZAF1QGWG","jamm1pw4","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/adding-machine-LEADING-0.html","no problems","224016","[0, 1],[0, 1]","[0, 2, 4],[0, 6]","[0, 5, 6],[0, 11]","[0, 7, 7],[0, 14]"
"A2CHDWKAYZ3P3E","jamlro62","tasks/triple-NEG-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-THREE-XS.html","tasks/adding-machine-LEADING-0.html","I use python the most, as a hobby and for business purposes. No issues with the survey. Great study!","302536","[0, 1],[0, 1]","[0, 1, 2],[0, 3]","[0, 5, 9],[0, 14]","[0, 11, 13],[0, 24]"
"A1BMDP2T330DY2","jamn9wug","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-EMPTY-STRING.html","tasks/adding-machine-LEADING-0.html","I had no issues","283326","[0, 1],[0,1]","[0,2],[0,2]","[0,3],[0,3]","[0,4],[0,4]"
"A3SD02HCW68EUL","jamlz4r7","tasks/triple-POS-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-LEADING-0.html","c++","213484","[0, 1],[0,1]","[1,2,3],[0,6]","[0,0,1],[0,1]","[4,3,2],[0,9]"
"ACH337Q8X1SOI","jamlsple","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/adding-machine-LEADING-0.html","c++","686868","[0, 1],[1]","[0,1,2,3],[0,5]","[0,1,2,3,4],[0,10]","[0,1,2,3,4,5],[0,15]"
"A383U9YJIBG4IA","jammbfqy","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-LEADING-0.html","C++","100034","[0, 1],[0.1]","[1,2,3],[0,6]","[1,3,4],[0,7]","[0,1,5],[0,6]"
"A5I4Y0GXJM69D","jamlpzxr","tasks/triple-POS-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-THREE-XS.html","tasks/adding-machine-LEADING-0.html","no, good","760195","[0, 1],[2]","[2],[3]","[4],[5]","[5],[6]"
"A3BFMY5OX2WMUW","jamrcyex","tasks/triple-NEG-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EMPTY-STRING.html,tasks/cut-at-xx-THREE-XS.html","tasks/adding-machine-LEADING-0.html","AutoHotkey, use it for work, a lot. No issues, thank you","116700","[0, 1],[0, 1]","[1],[1]","[0, 1, 2, 3],[0, 6]","[2, 4, 5],[2, 11]"
"A1SXTZFSSXKBQ","jammqjyt","tasks/triple-POS-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/adding-machine-LEADING-0.html","Java. I took courses in C and C++ in school and learned Java on my own to program for Android as a side hobby.","192877","[0, 1],[0,1]","[0,0,1,0],[]","[1,0,0,1],[1]","[1,2,0,1,0,0],[3,1]"
"A12723JDRPT207","jammrdb2","tasks/triple-POS-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-MULTIPLE-XXS.html","tasks/adding-machine-LEADING-0.html","None at this time","213955","[0, 1],[0,1]","[0,1,3],[0, 4]","[0,2,4],[0,6]","[0,4,5],[0,9]"
"A3FE7PVLG3C3Y4","jamo5jre","tasks/triple-POS-FLOAT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-ALL-FULL.html,tasks/first-half-ODD-LENGTH.html,tasks/cut-at-xx-NO-XXS.html","tasks/adding-machine-LEADING-0.html","English","141375","[0, 1],[0, 2]","[0, 1, 2, 3],[0, 4]","[0, 1, 2, 3, 4],[0, 5]","[0, 1, 2, 3, 4, 5],[0, 6]"
"A3TXLHC83TPLT5","jamltqde","tasks/triple-POS-INT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-LIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/adding-machine-LEADING-0.html","no","124207","[0, 1],[0, 2]","[0, 0],[0, 1]","[0, 10],[0, 11]","[0, 999] ,[0, 1000]"
"AEOFJWOEXF94U","jamnueiz","tasks/triple-NEG-FLOAT.html,tasks/adding-machine-LEADING-0.html,tasks/sum-sublists-EMPTY-SUBLIST.html,tasks/first-half-EVEN-LENGTH.html,tasks/cut-at-xx-FOUR-XS.html","tasks/adding-machine-LEADING-0.html","THE FIRST ONE","80075","[0, 1],[0,1]","[0,3,6],[0,9]","[0,4,4],[0,8]","[0,4,2],[0,6]"
